airline,source_city,destination_city,journey_date,departure_time,arrival_time,total_stops,travel_class,booking_window_days,season,day_of_week,is_holiday,aircraft_type,distance_km,rating,price_inr,duration_minutes,journey_month,journey_day,departure_hour,arrival_hour,route
airasia india,delhi,kolkata,16-09-2025,20:15,00:51,1,economy,62,spring,tuesday,0,A350,775,4.2,3727,276,9,16,20,0,delhi -> kolkata
indigo,pune,ahmedabad,25-11-2025,22:20,03:14,1,economy,105,spring,tuesday,0,B737,658,4.2,4404,294,11,25,22,3,pune -> ahmedabad
airasia india,hyderabad,ahmedabad,12-03-2025,15:15,19:45,0,economy,111,monsoon,wednesday,0,B787,1352,4.2,6916,270,3,12,15,19,hyderabad -> ahmedabad
air india,bengaluru,hyderabad,27-04-2025,04:40,05:58,0,economy,4,monsoon,sunday,0,B787,645,4.8,5993,78,4,27,4,5,bengaluru -> hyderabad
airasia india,mumbai,pune,04-07-2025,02:00,04:36,0,economy,90,winter,friday,0,A350,2819,4.6,1902,156,7,4,2,4,mumbai -> pune
vistara,delhi,mumbai,31-10-2025,12:20,13:44,1,economy,101,spring,wednesday,0,B787,825,4.2,4273,84,10,31,12,13,delhi -> mumbai
spicejet,chennai,ahmedabad,17-11-2025,01:50,04:20,1,business,80,spring,monday,0,B787,648,4.6,8957,150,11,17,1,4,chennai -> ahmedabad
vistara,bengaluru,ahmedabad,08-08-2025,01:00,06:48,2,economy,56,winter,friday,0,A321,2306,3.9,13649,348,8,8,1,6,bengaluru -> ahmedabad
air india,delhi,pune,18-11-2025,01:50,06:38,0,economy,87,spring,tuesday,0,A350,1112,4.1,3916,288,11,18,1,6,delhi -> pune
vistara,hyderabad,kolkata,26-11-2025,09:15,12:45,0,economy,14,spring,wednesday,0,B787,558,4,2624,210,11,26,9,12,hyderabad -> kolkata
indigo,chennai,bengaluru,30-07-2025,18:50,23:50,0,economy,45,winter,wednesday,0,A321,1191,4.1,7109,300,7,30,18,23,chennai -> bengaluru
akasa air,pune,bengaluru,16-10-2025,05:10,07:40,0,economy,34,spring,thursday,0,A321,1035,4.4,5919,150,10,16,5,7,pune -> bengaluru
indigo,delhi,hyderabad,16-09-2025,07:00,08:12,0,economy,32,spring,wednesday,0,B787,2531,3.6,11198,72,9,16,7,8,delhi -> hyderabad
airasia india,pune,ahmedabad,02-10-2025,20:50,01:56,0,economy,120,spring,thursday,0,A320,3911,3.7,6579,306,10,2,20,1,pune -> ahmedabad
vistara,delhi,ahmedabad,27-12-2025,18:00,21:06,0,economy,64,summer,saturday,0,A350,898,4.5,4452,186,12,27,18,21,delhi -> ahmedabad
indigo,bengaluru,mumbai,14-03-2025,07:45,09:51,1,economy,120,monsoon,friday,0,ATR72,2775,4.4,12159,126,3,14,7,9,bengaluru -> mumbai
air india,hyderabad,mumbai,04-07-2025,19:45,02:09,2,economy,46,winter,friday,0,B787,681,4.8,6672,384,7,4,19,2,hyderabad -> mumbai
air india,hyderabad,kolkata,04-02-2025,15:20,18:38,1,economy,114,summer,tuesday,0,B787,653,3.6,4627,198,2,4,15,18,hyderabad -> kolkata
akasa air,ahmedabad,mumbai,10-04-2025,17:00,21:42,0,economy,73,monsoon,thursday,0,B737,1046,3.5,5867,282,4,10,17,21,ahmedabad -> mumbai
vistara,kolkata,pune,02-06-2025,03:50,20:08,1,economy,43,winter,monday,0,B787,1241,4.7,6816,978,6,2,3,20,kolkata -> pune
vistara,hyderabad,kolkata,11-07-2025,02:00,07:30,0,economy,19,winter,friday,0,ATR72,2270,3.7,10405,330,7,11,2,7,hyderabad -> kolkata
akasa air,chennai,delhi,21-01-2025,17:50,22:02,0,economy,90,summer,tuesday,0,B787,2666,4.8,10666,252,1,21,17,22,chennai -> delhi
air india,delhi,pune,19-07-2025,12:45,15:45,1,economy,36,winter,saturday,0,B737,2247,4.8,10920,180,7,19,12,15,delhi -> pune
airasia india,delhi,mumbai,08-06-2025,02:40,07:40,1,economy,68,winter,sunday,0,B787,906,4.9,6501,300,6,8,2,7,delhi -> mumbai
indigo,delhi,bengaluru,23-02-2025,11:00,13:18,1,economy,107,summer,sunday,1,B787,2038,4.9,12326,138,2,23,11,13,delhi -> bengaluru
spicejet,kolkata,hyderabad,03-01-2025,02:45,07:09,0,economy,97,summer,friday,0,B787,2185,3.8,8858,264,1,3,2,7,kolkata -> hyderabad
spicejet,ahmedabad,hyderabad,01-07-2025,19:15,21:51,0,economy,112,winter,tuesday,0,ATR72,2446,4.7,9422,156,7,1,19,21,ahmedabad -> hyderabad
airasia india,bengaluru,kolkata,29-04-2025,17:30,22:24,2,economy,57,monsoon,tuesday,0,B787,2316,4.7,10337,294,4,29,17,22,bengaluru -> kolkata
spicejet,mumbai,chennai,24-01-2025,15:15,19:09,0,economy,72,summer,friday,0,A320,1680,3.9,6384,234,1,24,15,19,mumbai -> chennai
spicejet,hyderabad,pune,25-03-2025,09:00,13:42,0,economy,118,monsoon,tuesday,0,A321,2689,4.3,9430,282,3,25,9,13,hyderabad -> pune
vistara,delhi,bengaluru,12-04-2025,21:15,01:03,2,business,103,monsoon,saturday,0,A321,543,4.3,12292,228,4,12,21,1,delhi -> bengaluru
air india,bengaluru,pune,14-04-2025,01:20,04:38,1,economy,25,monsoon,monday,0,ATR72,1924,4,9136,198,4,14,1,4,bengaluru -> pune
spicejet,hyderabad,chennai,21-06-2025,13:00,17:54,0,economy,101,winter,saturday,0,B787,1998,3.9,7417,294,6,21,13,17,hyderabad -> chennai
spicejet,hyderabad,delhi,01-10-2025,01:10,04:40,1,economy,105,spring,wednesday,0,B787,2586,4.3,10072,210,10,1,1,4,hyderabad -> delhi
airasia india,chennai,delhi,07-05-2025,06:20,12:32,1,economy,61,monsoon,wednesday,0,ATR72,2143,3.9,8265,372,5,7,6,12,chennai -> delhi
airasia india,bengaluru,ahmedabad,25-10-2025,09:00,13:24,0,economy,59,spring,saturday,1,A321,2312,4.2,12435,264,10,25,9,13,bengaluru -> ahmedabad
vistara,mumbai,kolkata,04-02-2025,22:15,02:45,1,economy,109,summer,tuesday,0,A321,1921,4.3,6810,270,2,4,22,2,mumbai -> kolkata
akasa air,pune,hyderabad,14-06-2025,15:10,20:04,2,economy,17,winter,saturday,0,A321,2731,3.8,13239,294,6,14,15,20,pune -> hyderabad
vistara,ahmedabad,hyderabad,26-03-2025,05:40,07:58,0,economy,53,monsoon,wednesday,0,A350,516,3.5,2773,138,3,26,5,7,ahmedabad -> hyderabad
air india,delhi,mumbai,09-10-2025,05:45,09:03,0,business,56,spring,thursday,0,ATR72,1064,4.3,13118,198,10,9,5,9,delhi -> mumbai
akasa air,pune,kolkata,14-01-2025,08:45,14:51,0,economy,99,summer,tuesday,0,B737,1213,3.5,4064,366,1,14,8,14,pune -> kolkata
air india,mumbai,kolkata,24-04-2025,04:20,06:50,0,economy,61,monsoon,thursday,0,B737,1905,4.7,6829,150,4,24,4,6,mumbai -> kolkata
indigo,kolkata,hyderabad,25-12-2025,16:30,21:36,1,economy,9,summer,thursday,1,B737,1861,4.3,10453,306,12,25,16,21,kolkata -> hyderabad
vistara,pune,kolkata,13-05-2025,21:10,22:46,1,economy,70,monsoon,tuesday,0,A320,2224,4,10039,96,5,13,21,22,pune -> kolkata
akasa air,kolkata,ahmedabad,12-04-2025,20:45,00:45,1,economy,120,monsoon,saturday,0,ATR72,313,3.9,3064,240,4,12,20,0,kolkata -> ahmedabad
vistara,mumbai,bengaluru,11-07-2025,02:50,06:56,1,economy,73,winter,friday,0,ATR72,731,3.7,5056,246,7,11,2,6,mumbai -> bengaluru
akasa air,kolkata,mumbai,28-10-2025,23:10,01:34,0,economy,33,spring,tuesday,0,A320,2134,4.9,8876,144,10,28,23,1,kolkata -> mumbai
vistara,mumbai,kolkata,11-09-2025,08:20,12:02,1,economy,28,spring,thursday,0,A350,2758,3.9,13481,222,9,11,8,12,mumbai -> kolkata
akasa air,pune,chennai,26-05-2025,23:15,02:27,1,business,67,monsoon,monday,0,B787,1346,4.1,15418,192,5,26,23,2,pune -> chennai
airasia india,pune,delhi,22-01-2025,14:15,19:57,1,business,14,summer,wednesday,0,A320,2154,4.1,22222,342,1,22,14,19,pune -> delhi
airasia india,pune,delhi,08-09-2025,22:10,02:28,0,economy,61,spring,wednesday,0,B787,871,3.6,3880,258,9,8,22,2,pune -> delhi
akasa air,hyderabad,kolkata,14-02-2025,03:20,06:26,0,economy,87,summer,friday,0,B737,2303,4.5,9270,186,2,14,3,6,hyderabad -> kolkata
spicejet,hyderabad,chennai,05-09-2025,21:40,01:22,1,economy,59,spring,friday,0,ATR72,2259,4.4,11455,222,9,5,21,1,hyderabad -> chennai
indigo,bengaluru,pune,04-06-2025,12:45,17:03,0,business,115,winter,wednesday,0,A321,541,4.7,6511,258,6,4,12,17,bengaluru -> pune
airasia india,chennai,pune,23-03-2025,12:10,18:22,0,economy,106,monsoon,sunday,0,A321,1930,4.9,7531,372,3,23,12,18,chennai -> pune
akasa air,delhi,pune,15-03-2025,05:10,08:10,0,economy,24,monsoon,saturday,0,B787,1518,4,7207,180,3,15,5,8,delhi -> pune
airasia india,bengaluru,chennai,15-09-2025,14:10,20:22,0,economy,53,spring,monday,0,A350,2695,3.9,10397,372,9,15,14,20,bengaluru -> chennai
akasa air,bengaluru,kolkata,29-06-2025,16:15,20:03,1,business,112,winter,wednesday,0,B737,2432,4.5,23415,228,6,29,16,20,bengaluru -> kolkata
vistara,mumbai,ahmedabad,11-07-2025,18:10,22:40,0,economy,73,winter,friday,0,A350,1181,4,19533,270,7,11,18,22,mumbai -> ahmedabad
spicejet,bengaluru,ahmedabad,24-10-2025,00:40,04:04,0,economy,7,spring,friday,0,ATR72,1239,4.2,6578,204,10,24,0,4,bengaluru -> ahmedabad
airasia india,hyderabad,chennai,12-02-2025,19:40,23:04,1,economy,61,summer,wednesday,0,A320,482,4.1,4023,204,2,12,19,23,hyderabad -> chennai
akasa air,delhi,ahmedabad,12-06-2025,18:45,19:51,2,business,2,winter,thursday,0,B787,1810,3.8,29225,66,6,12,18,19,delhi -> ahmedabad
indigo,ahmedabad,chennai,31-12-2025,04:10,09:28,2,economy,61,summer,wednesday,0,A320,2039,4.8,11729,318,12,31,4,9,ahmedabad -> chennai
vistara,hyderabad,bengaluru,03-04-2025,11:15,14:51,0,business,29,monsoon,thursday,0,B787,356,4.5,7267,216,4,3,11,14,hyderabad -> bengaluru
spicejet,bengaluru,pune,04-04-2025,19:30,21:18,0,economy,62,monsoon,friday,0,B737,1819,4.8,7219,108,4,4,19,21,bengaluru -> pune
indigo,hyderabad,delhi,14-01-2025,09:10,10:34,0,business,65,summer,tuesday,0,A320,2640,4.8,20606,84,1,14,9,10,hyderabad -> delhi
indigo,pune,hyderabad,17-05-2025,03:15,06:57,0,economy,60,monsoon,saturday,0,B787,1571,4.1,9013,222,5,17,3,6,pune -> hyderabad
airasia india,pune,chennai,10-02-2025,16:45,20:27,0,economy,22,summer,monday,0,B737,2397,4.1,8885,222,2,10,16,20,pune -> chennai
akasa air,bengaluru,ahmedabad,26-02-2025,00:45,06:33,0,economy,61,summer,wednesday,0,A350,1783,4.2,7946,348,2,26,0,6,bengaluru -> ahmedabad
vistara,mumbai,ahmedabad,23-05-2025,23:40,02:52,1,business,88,monsoon,friday,0,A320,1852,4.2,20322,192,5,23,23,2,mumbai -> ahmedabad
indigo,bengaluru,chennai,29-09-2025,13:45,16:33,0,economy,68,spring,monday,0,A321,601,4.9,4263,168,9,29,13,16,bengaluru -> chennai
vistara,bengaluru,ahmedabad,21-09-2025,05:20,09:38,1,economy,12,spring,sunday,1,A321,1895,4.4,10635,258,9,21,5,9,bengaluru -> ahmedabad
spicejet,pune,bengaluru,21-10-2025,07:50,11:50,0,economy,109,spring,tuesday,0,B787,533,4.5,4195,240,10,21,7,11,pune -> bengaluru
airasia india,chennai,bengaluru,24-04-2025,16:20,19:20,1,economy,63,monsoon,thursday,1,A321,629,4,6940,180,4,24,16,19,chennai -> bengaluru
airasia india,chennai,pune,20-05-2025,10:45,13:57,2,economy,39,monsoon,tuesday,0,A350,1477,3.7,8917,192,5,20,10,13,chennai -> pune
spicejet,delhi,pune,18-11-2025,23:15,01:57,2,economy,16,spring,tuesday,0,B787,1810,4.2,9883,162,11,18,23,1,delhi -> pune
vistara,kolkata,ahmedabad,22-05-2025,21:50,02:44,1,economy,34,monsoon,thursday,0,A321,1204,3.6,8102,294,5,22,21,2,kolkata -> ahmedabad
airasia india,kolkata,hyderabad,21-06-2025,13:50,18:14,0,economy,65,winter,saturday,0,A350,501,4.1,4463,264,6,21,13,18,kolkata -> hyderabad
spicejet,bengaluru,delhi,07-01-2025,07:10,10:46,0,economy,80,summer,tuesday,0,ATR72,1644,3.8,6232,216,1,7,7,10,bengaluru -> delhi
akasa air,pune,mumbai,19-07-2025,09:10,10:28,0,business,91,winter,saturday,0,A320,3105,3.7,18629,78,7,19,9,10,pune -> mumbai
indigo,delhi,mumbai,21-10-2025,17:30,20:24,0,economy,72,spring,tuesday,0,B737,1769,4,6241,174,10,21,17,20,delhi -> mumbai
airasia india,delhi,mumbai,22-03-2025,22:40,01:40,2,business,46,monsoon,saturday,0,A321,1929,4.6,23786,180,3,22,22,1,delhi -> mumbai
air india,hyderabad,delhi,07-09-2025,05:20,11:14,1,economy,86,spring,sunday,0,A350,505,4.5,4229,354,9,7,5,11,hyderabad -> delhi
indigo,ahmedabad,bengaluru,08-05-2025,11:10,14:16,0,economy,23,monsoon,thursday,0,ATR72,2053,3.6,9591,186,5,8,11,14,ahmedabad -> bengaluru
spicejet,mumbai,ahmedabad,05-05-2025,22:45,02:45,1,economy,78,monsoon,monday,1,A321,1993,4.2,8854,240,5,5,22,2,mumbai -> ahmedabad
indigo,ahmedabad,pune,09-12-2025,08:20,12:32,0,economy,13,summer,tuesday,0,B787,2025,4.4,8290,252,12,9,8,12,ahmedabad -> pune
akasa air,delhi,pune,12-07-2025,11:50,16:08,0,economy,3,winter,saturday,0,B787,2800,4.3,15651,258,7,12,11,16,delhi -> pune
indigo,kolkata,delhi,08-05-2025,20:00,02:06,0,business,34,monsoon,thursday,0,A321,1719,4.3,46653,366,5,8,20,2,kolkata -> delhi
airasia india,delhi,pune,19-03-2025,01:00,05:36,0,economy,14,monsoon,wednesday,0,B787,1662,4.5,6126,276,3,19,1,5,delhi -> pune
vistara,hyderabad,mumbai,25-06-2025,13:40,16:34,1,business,32,winter,wednesday,0,ATR72,879,4.1,12028,174,6,25,13,16,hyderabad -> mumbai
airasia india,hyderabad,delhi,27-05-2025,23:45,02:03,0,economy,40,monsoon,tuesday,0,ATR72,1366,4.8,5503,138,5,27,23,2,hyderabad -> delhi
spicejet,hyderabad,delhi,12-02-2025,03:00,06:54,2,economy,104,summer,wednesday,0,B787,2282,4,11414,234,2,12,3,6,hyderabad -> delhi
air india,mumbai,hyderabad,19-03-2025,14:30,16:54,0,economy,28,monsoon,wednesday,0,B787,1983,4,8427,144,3,19,14,16,mumbai -> hyderabad
airasia india,kolkata,pune,17-04-2025,16:10,20:52,2,economy,93,monsoon,thursday,0,ATR72,2180,3.8,9547,948,4,17,16,20,kolkata -> pune
indigo,ahmedabad,pune,25-08-2025,00:30,05:12,0,economy,66,winter,monday,0,B787,1252,4.4,4396,282,8,25,0,5,ahmedabad -> pune
indigo,hyderabad,ahmedabad,23-04-2025,20:50,22:32,0,economy,96,monsoon,wednesday,0,A350,2101,4.5,7927,102,4,23,20,22,hyderabad -> ahmedabad
airasia india,delhi,mumbai,11-11-2025,20:15,23:03,1,business,47,spring,tuesday,0,ATR72,2613,4,23943,168,11,11,20,23,delhi -> mumbai
airasia india,ahmedabad,kolkata,28-01-2025,16:40,21:58,0,economy,30,summer,tuesday,0,ATR72,1405,4.3,5216,318,1,28,16,21,ahmedabad -> kolkata
airasia india,delhi,hyderabad,12-11-2025,14:40,17:58,0,business,16,spring,wednesday,0,A320,2608,4.7,23709,198,11,12,14,17,delhi -> hyderabad
vistara,chennai,bengaluru,04-03-2025,08:50,10:32,0,economy,73,monsoon,tuesday,0,B737,1384,4.1,4939,102,3,4,8,10,chennai -> bengaluru
airasia india,ahmedabad,pune,17-05-2025,08:50,15:20,0,economy,61,monsoon,saturday,0,A321,2636,3.7,11646,390,5,17,8,15,ahmedabad -> pune
spicejet,hyderabad,pune,05-05-2025,07:15,09:39,2,economy,11,monsoon,monday,0,B737,664,4.2,6672,144,5,5,7,9,hyderabad -> pune
vistara,delhi,bengaluru,13-11-2025,20:30,00:36,1,economy,61,spring,thursday,0,A321,930,4.8,6709,246,11,13,20,0,delhi -> bengaluru
vistara,chennai,hyderabad,18-09-2025,05:50,09:56,0,economy,23,spring,thursday,0,ATR72,811,4.8,3827,246,9,18,5,9,chennai -> hyderabad
spicejet,kolkata,bengaluru,10-08-2025,03:00,05:30,2,economy,21,winter,sunday,1,A350,938,3.9,10109,150,8,10,3,5,kolkata -> bengaluru
airasia india,kolkata,hyderabad,21-05-2025,17:45,19:39,1,economy,82,monsoon,wednesday,0,B787,1263,4.9,6072,114,5,21,17,19,kolkata -> hyderabad
vistara,chennai,kolkata,21-08-2025,15:15,20:21,1,economy,24,winter,thursday,0,B737,830,4.6,6911,306,8,21,15,20,chennai -> kolkata
akasa air,delhi,bengaluru,20-04-2025,09:00,11:12,0,economy,110,monsoon,sunday,1,B787,2224,4.6,11008,132,4,20,9,11,delhi -> bengaluru
spicejet,mumbai,pune,31-07-2025,02:30,07:18,2,economy,115,winter,thursday,0,A350,954,4.8,6865,288,7,31,2,7,mumbai -> pune
akasa air,delhi,pune,16-05-2025,14:50,17:26,1,economy,73,monsoon,friday,0,B737,2501,4.5,11540,156,5,16,14,17,delhi -> pune
indigo,delhi,bengaluru,14-02-2025,15:20,16:56,1,economy,49,summer,friday,0,B787,2705,3.8,11490,96,2,14,15,16,delhi -> bengaluru
vistara,hyderabad,delhi,15-03-2025,14:50,16:32,0,economy,1,monsoon,saturday,0,B787,322,4.2,3462,102,3,15,14,16,hyderabad -> delhi
spicejet,bengaluru,delhi,04-05-2025,07:45,13:15,0,economy,31,monsoon,sunday,1,A320,2796,3.5,12807,330,5,4,7,13,bengaluru -> delhi
spicejet,kolkata,ahmedabad,18-11-2025,08:50,13:14,0,economy,115,spring,tuesday,0,A321,307,4.5,2650,264,11,18,8,13,kolkata -> ahmedabad
spicejet,delhi,pune,16-09-2025,18:50,21:20,1,economy,61,spring,tuesday,0,A321,999,4.2,6092,150,9,16,18,21,delhi -> pune
indigo,chennai,pune,05-10-2025,02:00,06:18,1,economy,9,spring,sunday,0,A320,2182,3.7,10970,258,10,5,2,6,chennai -> pune
airasia india,hyderabad,ahmedabad,17-03-2025,21:10,01:10,0,economy,104,monsoon,monday,0,A320,2604,4.8,9251,240,3,17,21,1,hyderabad -> ahmedabad
airasia india,hyderabad,mumbai,24-06-2025,09:20,11:02,0,economy,86,winter,tuesday,0,ATR72,424,3.8,1868,102,6,24,9,11,hyderabad -> mumbai
vistara,kolkata,delhi,30-09-2025,05:10,09:52,1,economy,97,spring,wednesday,0,ATR72,2488,4.3,9137,282,9,30,5,9,kolkata -> delhi
vistara,ahmedabad,hyderabad,20-09-2025,15:40,21:22,1,economy,98,spring,saturday,0,B737,2273,4.4,10122,342,9,20,15,21,ahmedabad -> hyderabad
indigo,ahmedabad,kolkata,06-01-2025,19:20,23:14,1,economy,113,summer,monday,0,ATR72,705,4.2,5288,234,1,6,19,23,ahmedabad -> kolkata
airasia india,bengaluru,pune,19-11-2025,00:30,03:24,1,economy,64,spring,wednesday,0,A320,1569,4.4,6180,174,11,19,0,3,bengaluru -> pune
airasia india,chennai,ahmedabad,02-06-2025,15:10,19:04,0,economy,56,winter,monday,0,B787,2302,4.9,8665,234,6,2,15,19,chennai -> ahmedabad
indigo,chennai,delhi,31-01-2025,13:00,15:42,0,economy,44,summer,friday,0,B787,2514,4.4,10462,162,1,31,13,15,chennai -> delhi
vistara,mumbai,kolkata,09-05-2025,09:15,12:51,1,business,61,monsoon,friday,0,A321,2384,4.3,23145,216,5,9,9,12,mumbai -> kolkata
akasa air,ahmedabad,bengaluru,21-04-2025,03:45,09:21,1,economy,43,monsoon,monday,0,A321,2153,4.2,9926,336,4,21,3,9,ahmedabad -> bengaluru
indigo,delhi,hyderabad,11-04-2025,18:00,22:06,2,economy,112,monsoon,friday,0,ATR72,1764,4.3,8929,246,4,11,18,22,delhi -> hyderabad
akasa air,bengaluru,chennai,15-09-2025,16:15,17:51,0,economy,115,spring,monday,1,B787,2429,4.5,11455,96,9,15,16,17,bengaluru -> chennai
spicejet,bengaluru,mumbai,02-07-2025,19:00,21:54,0,economy,61,winter,wednesday,0,A320,1567,4.3,7786,174,7,2,19,21,bengaluru -> mumbai
spicejet,chennai,pune,14-06-2025,15:00,19:24,2,economy,17,winter,saturday,0,B787,1205,3.8,8702,264,6,14,15,19,chennai -> pune
airasia india,hyderabad,delhi,19-04-2025,10:00,11:48,0,economy,100,monsoon,saturday,0,B787,1311,3.8,5922,108,4,19,10,11,hyderabad -> delhi
airasia india,delhi,chennai,23-06-2025,06:50,11:02,0,economy,55,winter,monday,1,A321,1882,4.4,9060,252,6,23,6,11,delhi -> chennai
spicejet,delhi,mumbai,13-01-2025,02:30,04:18,0,economy,7,summer,monday,0,A350,2657,4.2,11409,108,1,13,2,4,delhi -> mumbai
indigo,bengaluru,delhi,31-12-2025,23:40,03:34,0,economy,31,summer,wednesday,0,A350,1129,4,4199,234,12,31,23,3,bengaluru -> delhi
spicejet,pune,bengaluru,30-06-2025,13:10,15:10,0,economy,91,winter,monday,0,A350,1783,4.6,6110,120,6,30,13,15,pune -> bengaluru
airasia india,pune,ahmedabad,02-06-2025,08:00,11:12,0,economy,82,winter,monday,0,A350,2422,4.6,8001,192,6,2,8,11,pune -> ahmedabad
vistara,mumbai,chennai,13-04-2025,10:00,13:18,1,economy,118,monsoon,sunday,0,A320,580,4.9,5517,198,4,13,10,13,mumbai -> chennai
spicejet,pune,ahmedabad,06-08-2025,00:40,01:58,2,economy,37,winter,wednesday,0,A320,394,4.4,4528,78,8,6,0,1,pune -> ahmedabad
akasa air,pune,bengaluru,15-02-2025,20:50,00:32,0,economy,47,summer,saturday,0,ATR72,2097,4.2,8015,222,2,15,20,0,pune -> bengaluru
air india,pune,hyderabad,12-09-2025,12:15,15:39,1,business,61,spring,friday,0,ATR72,2531,4,25863,204,9,12,12,15,pune -> hyderabad
spicejet,pune,mumbai,11-08-2025,22:20,03:14,1,economy,80,winter,monday,0,ATR72,1793,4.2,8435,294,8,11,22,3,pune -> mumbai
spicejet,delhi,bengaluru,12-07-2025,02:30,06:00,0,economy,29,winter,saturday,0,A321,2088,3.9,7982,210,7,12,2,6,delhi -> bengaluru
airasia india,bengaluru,pune,03-07-2025,15:20,18:20,0,economy,39,winter,thursday,0,ATR72,2484,4.6,11036,180,7,3,15,18,bengaluru -> pune
spicejet,mumbai,kolkata,03-03-2025,14:45,19:39,1,economy,32,monsoon,monday,0,B737,2102,4.3,10643,294,3,3,14,19,mumbai -> kolkata
indigo,chennai,kolkata,23-01-2025,17:10,22:58,0,economy,43,summer,thursday,0,A321,843,3.6,5390,348,1,23,17,22,chennai -> kolkata
airasia india,hyderabad,kolkata,15-01-2025,18:45,21:39,2,economy,74,summer,wednesday,0,A320,349,3.9,1766,174,1,15,18,21,hyderabad -> kolkata
vistara,bengaluru,ahmedabad,08-04-2025,13:00,14:18,0,economy,78,monsoon,tuesday,0,B787,2448,4.8,7498,78,4,8,13,14,bengaluru -> ahmedabad
vistara,chennai,pune,16-08-2025,22:20,02:20,0,economy,116,winter,saturday,0,B787,585,4.7,4871,240,8,16,22,2,chennai -> pune
airasia india,kolkata,ahmedabad,20-01-2025,10:40,13:04,2,economy,120,summer,monday,0,A320,1936,4.8,10549,144,1,20,10,13,kolkata -> ahmedabad
airasia india,chennai,delhi,07-05-2025,22:20,01:44,0,economy,114,monsoon,wednesday,0,B787,859,3.5,4643,204,5,7,22,1,chennai -> delhi
akasa air,chennai,delhi,15-08-2025,18:50,21:56,1,economy,39,winter,friday,1,A320,526,4.6,5100,186,8,15,18,21,chennai -> delhi
akasa air,kolkata,chennai,24-03-2025,20:30,00:00,0,economy,70,monsoon,monday,0,A321,308,3.8,2885,210,3,24,20,0,kolkata -> chennai
indigo,mumbai,delhi,19-07-2025,13:00,14:00,0,economy,104,winter,saturday,0,B737,630,3.9,5280,60,7,19,13,14,mumbai -> delhi
air india,hyderabad,pune,31-03-2025,22:40,04:22,0,economy,60,monsoon,monday,0,B787,749,4.2,13062,342,3,31,22,4,hyderabad -> pune
air india,bengaluru,delhi,17-04-2025,13:10,19:52,0,economy,61,monsoon,thursday,0,B737,2389,3.6,9981,402,4,17,13,19,bengaluru -> delhi
vistara,bengaluru,ahmedabad,08-11-2025,05:40,08:52,0,economy,25,spring,saturday,0,B737,1001,4.3,5926,192,11,8,5,8,bengaluru -> ahmedabad
airasia india,kolkata,bengaluru,28-03-2025,17:20,20:02,0,economy,47,monsoon,friday,0,ATR72,1254,4.6,6420,162,3,28,17,20,kolkata -> bengaluru
akasa air,ahmedabad,kolkata,29-11-2025,00:00,02:48,0,economy,61,spring,saturday,0,ATR72,2651,4.2,9601,168,11,29,0,2,ahmedabad -> kolkata
airasia india,kolkata,bengaluru,17-11-2025,06:45,08:45,2,economy,37,spring,monday,0,A321,1273,3.9,9152,120,11,17,6,8,kolkata -> bengaluru
air india,kolkata,ahmedabad,19-08-2025,14:00,18:18,0,economy,93,winter,tuesday,0,B787,374,4.7,2265,258,8,19,14,18,kolkata -> ahmedabad
vistara,kolkata,delhi,07-05-2025,11:10,13:28,0,economy,92,monsoon,wednesday,1,A320,711,4.7,3685,138,5,7,11,13,kolkata -> delhi
akasa air,hyderabad,kolkata,27-10-2025,16:40,21:16,2,economy,22,spring,monday,1,A320,1689,4.7,11354,276,10,27,16,21,hyderabad -> kolkata
vistara,ahmedabad,mumbai,01-12-2025,11:10,16:10,0,economy,39,summer,monday,0,A350,1146,4.1,7138,300,12,1,11,16,ahmedabad -> mumbai
airasia india,hyderabad,chennai,14-03-2025,01:45,06:45,0,business,31,monsoon,friday,0,B737,1062,4.7,11589,300,3,14,1,6,hyderabad -> chennai
vistara,pune,hyderabad,05-11-2025,17:10,20:04,0,economy,46,spring,wednesday,0,B787,941,3.5,5132,174,11,5,17,20,pune -> hyderabad
indigo,hyderabad,chennai,26-04-2025,07:15,12:15,0,economy,43,monsoon,saturday,0,B787,1523,3.7,7742,300,4,26,7,12,hyderabad -> chennai
indigo,bengaluru,chennai,28-03-2025,02:40,04:58,1,economy,18,monsoon,friday,0,B787,2782,4,12328,138,3,28,2,4,bengaluru -> chennai
akasa air,chennai,pune,26-01-2025,06:15,10:21,0,economy,51,summer,sunday,0,A321,2132,4.7,8320,246,1,26,6,10,chennai -> pune
air india,kolkata,bengaluru,04-03-2025,15:50,19:32,1,business,28,monsoon,tuesday,0,A320,2627,4,26957,222,3,4,15,19,kolkata -> bengaluru
airasia india,bengaluru,mumbai,12-12-2025,21:00,03:00,0,economy,12,summer,friday,0,A350,1341,4.6,6602,360,12,12,21,3,bengaluru -> mumbai
indigo,ahmedabad,hyderabad,21-04-2025,00:45,05:45,0,economy,111,monsoon,monday,1,A350,905,4.9,13442,300,4,21,0,5,ahmedabad -> hyderabad
akasa air,hyderabad,kolkata,04-05-2025,02:10,05:16,2,economy,38,monsoon,sunday,0,B787,1189,4.4,9964,186,5,4,2,5,hyderabad -> kolkata
indigo,pune,hyderabad,26-03-2025,02:30,06:42,0,business,14,monsoon,wednesday,0,B787,1364,4.7,14989,252,3,26,2,6,pune -> hyderabad
